iter	Logloss
802	0.2587623769
803	0.2587212052
804	0.2586657743
805	0.2586160662
806	0.2585952444
807	0.258561131
808	0.2585189058
809	0.2584833384
810	0.2584645952
811	0.2584311666
812	0.2584191146
813	0.2583935423
814	0.2583663898
815	0.2583572466
816	0.2583235384
817	0.2582756456
818	0.2582463952
819	0.2582129675
820	0.2581659932
821	0.2581426339
822	0.2580986983
823	0.2580831434
824	0.2580671624
825	0.2580355251
826	0.2580199748
827	0.2580063128
828	0.2579519117
829	0.2579380996
830	0.2579285769
831	0.257924351
832	0.2579100771
833	0.2578979668
834	0.2578817004
835	0.2578627684
836	0.2578420842
837	0.2578081493
838	0.2577990982
839	0.2577574062
840	0.257715672
841	0.2576664373
842	0.2576583305
843	0.2576257939
844	0.2575991314
845	0.2575715217
846	0.2575414231
847	0.2575225598
848	0.2575103445
849	0.2574947737
850	0.2574517036
851	0.2574157533
852	0.2573831725
853	0.2573603244
854	0.2573514568
855	0.2573350786
856	0.2573072305
857	0.2572699943
858	0.2572343854
859	0.2571818385
860	0.2571438536
861	0.2571259474
862	0.2571158038
863	0.2570996566
864	0.2570789769
865	0.257025977
866	0.2570122053
867	0.257006369
868	0.25695816
869	0.2569500826
870	0.2569199559
871	0.2568518371
872	0.2568124181
873	0.2567882326
874	0.2567373485
875	0.2567078034
876	0.2566218473
877	0.2565984439
878	0.2565913422
879	0.256565001
880	0.2565570942
881	0.256534032
882	0.2565081564
883	0.2563999379
884	0.2563538326
885	0.2563323527
886	0.2563242566
887	0.2563057145
888	0.2562897941
889	0.2562595848
890	0.2562526982
891	0.2562096397
892	0.256175631
893	0.2561150051
894	0.2560800226
895	0.2560424353
896	0.2560008762
897	0.2559862995
898	0.2559248483
899	0.2558771748
900	0.2558612034
901	0.2558122963
902	0.2557820418
903	0.2557707236
904	0.2557403448
905	0.2556890667
906	0.2556618347
907	0.2556373956
908	0.2556300983
909	0.2555772449
910	0.2555310832
911	0.2555045982
912	0.2554642315
913	0.2554383759
914	0.2553877005
915	0.2553797902
916	0.2553439737
917	0.2553312421
918	0.2552903748
919	0.2552795456
920	0.2552441572
921	0.2552361305
922	0.2552070356
923	0.2551423158
924	0.2551361179
925	0.2551045197
926	0.2550858501
927	0.2550647623
928	0.2550377653
929	0.2550030665
930	0.2549495311
931	0.2549424337
932	0.254916706
933	0.2548750089
934	0.2548057878
935	0.2547749484
936	0.2547401961
937	0.2546934071
938	0.2546606812
939	0.254600765
940	0.2545621996
941	0.2545368863
942	0.2545184325
943	0.2545128665
944	0.2544924265
945	0.2544686672
946	0.2544401306
947	0.2544242659
948	0.2544086205
949	0.2543825152
950	0.2543298086
951	0.2542891097
952	0.2542429926
953	0.2541977646
954	0.2541902949
955	0.2541666777
956	0.2541362614
957	0.2541058726
958	0.2540775157
959	0.2540631956
960	0.2540333496
961	0.2540131188
962	0.2539791972
963	0.2539482882
964	0.2539301135
965	0.2538965648
966	0.2538716306
967	0.2538245058
968	0.2538020341
969	0.253779295
970	0.253747911
971	0.253706531
972	0.2536666275
973	0.2536359772
974	0.2536248747
975	0.2535831841
976	0.2535712838
977	0.2535515588
978	0.2535302457
979	0.2535012359
980	0.2534822364
981	0.2534663737
982	0.2534525562
983	0.2534097561
984	0.253372588
985	0.2533604418
986	0.2533224068
987	0.2533044428
988	0.2532662949
989	0.2532494242
990	0.2532229483
991	0.253210384
992	0.2532085122
993	0.2531802529
994	0.2531619878
995	0.2531194873
996	0.2531061488
997	0.2530677222
998	0.2530582857
999	0.2530344142
